ycoord,xcoord
40.5758928615158,-8.32562753678836
40.5425909597744,-8.31490771473654
40.5362891618132,-8.31371025027942
40.5426291714569,-8.28893837592713
40.5102196235972,-8.28178358943504
40.5795214729934,-8.30910292301721
40.5651255618049,-8.30079918328508
40.5461854730923,-8.31963946312538
40.5282109362603,-8.2959857772365
40.564238465042,-8.29135048275597
40.5380568941287,-8.33378095445181
40.5165057596244,-8.29477726882637
40.5614943217359,-8.31968222309338
40.5210434638191,-8.26764708110904
40.5245896723925,-8.30895818634421
40.5326833286421,-8.31606101369458
40.5191988751957,-8.30068387715168
40.5317920583318,-8.31015737962659
40.5201415436769,-8.26882529716715
40.5237165329272,-8.29007433019041
40.5426243044581,-8.2924796525076
40.5506861555166,-8.32083260116645
40.5344862514199,-8.31488566342734
40.5281862945457,-8.31250817754063
40.5164867375544,-8.30775689971334
40.5389888685856,-8.31489791304825
40.557928206501,-8.29605830382231
40.5633121439022,-8.30906017235714
40.5120096746888,-8.29004682142121
40.5471151402727,-8.3007539335401
40.5219339932819,-8.27590934344772
40.5228176153723,-8.28889213551827
40.523751827726,-8.26175205150296
40.5336239271682,-8.28891735186481
40.5515748765546,-8.3279186141223
40.5498268416177,-8.29367740984152
40.5543227426295,-8.29841076796612
40.5795027533024,-8.32091364238148
40.5138335961082,-8.27235223971349
40.5272912486509,-8.30896529522309
40.5246218511085,-8.28653611773808
40.5218952301973,-8.30423083572697
40.5452868632447,-8.31845647861472
40.5228026991563,-8.29951283409357
40.539905727556,-8.30427697617881
40.513835024049,-8.27117231809984
40.5669416488112,-8.29017604103422
40.5506558426484,-8.33854106073406
40.5443863412625,-8.31845398026731
40.5071695714701,-8.45284865475409
40.5197502085243,-8.46234883414959
40.5098711263698,-8.45286153310973
40.5080990905191,-8.44223470441452
40.5098841367918,-8.4481421898492
40.5179525448515,-8.46116001565098
40.5143995472485,-8.4434436797808
40.5072080209375,-8.43869118318872
40.5197636090382,-8.45762880311311
40.5134926434108,-8.44579931205582
40.5044745433587,-8.45047629627337
40.5143571783894,-8.45878256983482
40.5071530390033,-8.45874759241336
40.5198668073609,-8.41868842177359
40.5037162420182,-8.3938449930997
40.5081271155562,-8.43161644507687
40.5172187084805,-8.39625749663761
40.5333716462467,-8.41992625285974
40.5153984767033,-8.40450999383087
40.5108818038267,-8.41039105405347
40.5136991250355,-8.35730630711674
40.5261435898829,-8.42933640759264
40.5118393775229,-8.38561738627276
40.5207126615643,-8.43993277844844
40.5414762949589,-8.41996096149848
40.5171474629278,-8.42575671168741
40.5081240498395,-8.43279625246264
40.5296987342494,-8.44705511134872
40.5189633535708,-8.41986458343074
40.5397180440323,-8.40224779460886
40.5198579679034,-8.42222846528277
40.5289388268898,-8.39040260654271
40.5135660900075,-8.41748166031919
40.5099581522553,-8.41982606265562
40.5252581087849,-8.42343188550602
40.5288601802653,-8.42344749309479
40.5153434179134,-8.42692878359203
40.5189949686709,-8.40688458532999
40.5316133806036,-8.40221522230518
40.5144548507808,-8.42220516024537
40.5054672058445,-8.41508775903213
40.518930280571,-8.43284455878299
40.5189721204562,-8.41632458616161
40.5253549283235,-8.38212796724128
40.5226734194573,-8.37267737570508
40.5153189341653,-8.43636825352245
40.5342867223903,-8.4140287697835
40.5090663951827,-8.41628273514825
40.518983640954,-8.41160458720668
40.5109230962533,-8.39269316070062
40.5414850687756,-8.41641977944224
40.5216287558493,-8.43403668341662
40.5234975690208,-8.40690298378752
40.5072296488878,-8.43043264470855
40.530596024828,-8.44823952928642
40.5261313433637,-8.43405690046407
40.5154176652177,-8.39625042323376
40.5225505758064,-8.4257803040824
40.5459609965924,-8.42706308341711
40.5243455858361,-8.42814835445211
40.5855954848664,-8.42251251625163
40.5927965722613,-8.42372499747424
40.5828849902138,-8.42604418718503
40.5927965722613,-8.42372499747424
40.5810809589165,-8.42721738735715
40.5667525601874,-8.39409058504121
40.5883701920367,-8.391812525376
40.5685589234239,-8.39173586862732
40.5802328382278,-8.405954084459
40.5676200466206,-8.40826436302532
40.5639246415614,-8.44485397706676
40.5658018565968,-8.41534188755039
40.607306874458,-8.3800702225265
40.5631060878318,-8.41296894376838
40.5783794309961,-8.42720550817108
40.5918242342725,-8.45089045756345
40.5864563435057,-8.4378717967385
40.5612102209059,-8.44956434447483
40.5728904750023,-8.45906723026786
40.6036788527008,-8.39187181233495
40.5910389587395,-8.40599819347741
40.5882573579643,-8.43788000440101
40.5883430115565,-8.40362472597068
40.5649542057206,-8.39290274836934
40.5711753503138,-8.42717383821008
40.5640429250269,-8.39762242217683
40.5747590630613,-8.43427553569419
40.5684616495535,-8.43188543175851
40.5684239863609,-8.44605581323292
40.5792708289674,-8.43075263808088
40.5693277008748,-8.44487914422073
40.5837358341263,-8.44494628998505
40.5332443281915,-8.46713615461117
40.5260538148805,-8.46237978966861
40.527861570262,-8.46002833655633
40.5386160939007,-8.47778611917182
40.5359728761361,-8.45770728554535
40.5287885086326,-8.45059139613271
40.5215613087151,-8.45881755989252
40.5368733896299,-8.45771164755115
40.5197962668961,-8.44582871074277
40.5341883366024,-8.45179725499638
40.5368256157218,-8.47423594254579
40.5206903485875,-8.44819296303045
40.5350690286545,-8.4588832003273
40.538855006616,-8.38571927103848
40.5344548040901,-8.33377014362934
40.5262755074146,-8.37269026484474
40.5307606028896,-8.38096785281048
40.5290369389024,-8.34201521717403
40.527168597475,-8.37623393029642
40.5190953109248,-8.36086442403741
40.5326325377554,-8.34556720613642
40.4993820290219,-8.30417321872487
40.509262042647,-8.32071630940493
40.5083537086834,-8.32543307288518
40.5334894187312,-8.36799501517905
40.5325616434987,-8.38097452088736
40.5173509733011,-8.33017888157905
40.5326101118094,-8.35736965936869
40.530809068136,-8.35736362323242
40.528991610553,-8.36561885384881
40.5299062374105,-8.35854080250012
40.5245278303926,-8.34554146946526
40.5424673567371,-8.38101120607668
40.5397606869513,-8.38336193472486
40.5074704742374,-8.31481222375075
40.5344157368342,-8.35501514335695
40.5280691187345,-8.37623720047645
40.5848669479076,-8.3433709883668
40.5893905390355,-8.33157273245606
40.5983956749561,-8.33159952078865
40.5947853571888,-8.33631416099999
40.5802966038507,-8.37760820424404
40.5893945983267,-8.32921024332982
40.5902700314123,-8.34338800686303
40.6029275184828,-8.31389067252534
40.5677091102013,-8.36811521882604
40.5658958571255,-8.37401302674628
40.5731492922036,-8.34923891906003
40.545200979002,-8.36567518495507
40.5623272507695,-8.35746933436536
40.6037862756504,-8.33870458543077
40.5505770854943,-8.37868011921096
40.5460770112705,-8.37748311423009
40.5488171692108,-8.35860453816264
40.5785104314849,-8.37051532030748
40.5551411614636,-8.34800003399571
40.5695359700488,-8.35513173414487
40.5542428447345,-8.3468165137713
40.5523954758981,-8.37042259969861
40.5993022606996,-8.32805794340778
40.6074206225646,-8.31981070017012
40.5452104357544,-8.36095332450305
40.5694879216987,-8.37874956920976
40.5485110520104,-8.48137860373394
40.5781914380029,-8.49334349225891
40.5511688596228,-8.49555931246765
40.5476069660025,-8.48255441639637
40.5583803249982,-8.49323692825909
40.5520950823528,-8.48730018927061
40.5565939839218,-8.48850464645332
40.5448873752006,-8.48844255453038
40.5755262703068,-8.48151912574539
40.5413069722667,-8.48134116334107
40.562897532547,-8.48853809566837
40.5574981293966,-8.48732875800773
40.5673964115915,-8.48974283451046
40.5412780286895,-8.49078421923897
40.5800143994184,-8.48626681560519
40.5647201982874,-8.4814628940919
40.5753532168232,-8.53466316423125
40.5600610653903,-8.52984858667195
40.5637149298926,-8.51451990872106
40.5582312986089,-8.53810262947076
40.5717553276611,-8.53346065758095
40.5681409582531,-8.53698166651617
40.5583119052481,-8.5144891476266
40.5663967354719,-8.52043938447083
40.5735726512714,-8.52874765551128
40.5564832342782,-8.52274340466691
40.5744731518124,-8.52875297569563
40.5673363472194,-8.50863624328931
40.5708992468706,-8.52046542423737
40.57629428669,-8.52285866302156
40.5681201056143,-8.54288589220331
40.560882118684,-8.55228756620024
40.563667135962,-8.52868914934036
40.5726962723866,-8.52165677024158
40.5591024471413,-8.5463728767269
40.5672321530402,-8.53933789665214
40.6394865567422,-8.47357767877182
40.6260100739929,-8.46287196598347
40.6313750712613,-8.47590030395927
40.6358704877531,-8.4782875062859
40.6367989597106,-8.46883564894338
40.6341246680097,-8.45936592471576
40.6210066647064,-8.26312198300938
40.618306463166,-8.26193493913795
40.6209969700432,-8.27139462083724
40.6228008245993,-8.26903469339276
40.6156114240638,-8.25602114772856
40.6165132013699,-8.25484108721019
40.6683860890114,-8.44415912759051
40.6630175620679,-8.43112608675831
40.6711250787091,-8.4299796347152
40.6694441624247,-8.37911775855522
40.6647003856714,-8.47370631133911
40.6684357078619,-8.42523709286295
40.649405900159,-8.46889904651574
40.6629371712475,-8.46068933197408
40.6602221268546,-8.46540598434651
40.6610984169121,-8.47368792529116
40.6737226539036,-8.46783870993356
40.6729618342512,-8.41579515059122
40.6674887868737,-8.44297231783607
40.6774983377206,-8.40162076311612
40.6648093057673,-8.43468182672239
40.6422812348833,-8.44049091019442
40.6810150904602,-8.43593800412988
40.673856489671,-8.41816442091131
40.6774346216069,-8.42764213285852
40.6377724002604,-8.44283434899649
40.6404707074318,-8.44402901601631
40.653024979585,-8.46300541081415
40.6548527034319,-8.45355523734034
40.67742853845,-8.43000770739434
40.6856324630373,-8.38864113808008
40.6440267789665,-8.46059652273241
40.6721223776119,-8.38977202221819
40.6584838375214,-8.44293048736648
40.6712085226319,-8.39568196062404
40.6647515297128,-8.45596793782354
40.6683568158054,-8.45480274929086
40.6458142146466,-8.46533425689016
40.6737858456312,-8.44536705245485
40.6422190326487,-8.46295201117274
40.6575508888865,-8.4547506444186
40.6575206460785,-8.46539253149758
40.6783501118187,-8.42173209284336
40.6449538070075,-8.45114325908764
40.6828253656362,-8.43239754151091
40.6630020893895,-8.43703874599892
40.6846535682898,-8.42175939571913
40.6386600717236,-8.44756693013983
40.6548259687576,-8.46301431357007
40.6756027349648,-8.43946172136664
40.6711002669326,-8.43944103392227
40.6819840175325,-8.4087361340642
40.6521610417463,-8.44999525095567
40.663905703606,-8.43586030227131
40.6684850304455,-8.40513237707978
40.6738017481766,-8.4394534458277
40.6638543487351,-8.45478103549322
40.6739491810857,-8.37795165597452
40.6485783768746,-8.44288449567919
40.5790428837123,-8.50870190398038
40.5835181261572,-8.51699500995663
40.5807967890319,-8.52288487407867
40.5835682905991,-8.50164043736826
40.5727772765266,-8.49685722043591
40.6028549668521,-8.35524253592408
40.6083053701243,-8.32926584702689
40.6307820159362,-8.34942565441724
40.6244762332968,-8.35058706471973
40.6083305945588,-8.31390532780461
40.623657305561,-8.30212837770893
40.6065423052632,-8.30562960703528
40.6253699730678,-8.3541356308194
40.6181304467318,-8.37183797900295
40.6379904948794,-8.34708483598812
40.6434702376195,-8.30099649605406
40.6091562481308,-8.35644510960491
40.6200720743651,-8.29030136308864
40.6416380496864,-8.32108878664228
40.640696392841,-8.3447292161226
40.6163269709584,-8.37301325123077
40.6118144689489,-8.37772360883671
40.6155213561445,-8.32219681407344
40.6262968995407,-8.33995590091721
40.6181681772399,-8.35293000858339
40.6199847288112,-8.34466347323314
40.6091278141436,-8.37062418201346
40.6236555576724,-8.30331022771998
40.6379701823152,-8.35772372397151
40.6388798364834,-8.35299830149098
40.6226280470234,-8.37421774099951
40.6055915052824,-8.33634707811065
40.6235210604191,-8.37776651989675
40.619070941174,-8.3517512110829
40.6100403823236,-8.36471936287942
40.6280505358254,-8.36478189343754
40.6128368540306,-8.31155422632611
40.6145333011375,-8.36946172656675
40.5737672759116,-8.46733830695562
40.5656313690505,-8.47792514811078
40.5548968537962,-8.45307642939834
40.5584654705015,-8.46490051750337
40.5566472869824,-8.47079486582014
40.5620257975847,-8.47908734722967
40.5603064581721,-8.45074080866393
40.5791805483134,-8.46382214048144
40.562950847402,-8.47082665390503
40.576475629905,-8.46498979283469
40.5630047239232,-8.45193439447055
40.5656558292861,-8.46965946838931
40.5584856710048,-8.45781639480716
40.5620877099714,-8.45783386372378
